axiom,family,module,origin,primary_kernel,shape_class,arith_domain,primitive_steps,peak_bignum_bits,max_nat_literal_digits,note,law,law_note,pred_cpu_s,pred_rss_mb,decides
MathExtras.RS62.theta314_log_677._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_677,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",967,23585,284,"24-term series, ~943 halving steps, argument ~284 decimal digits",log_enclose_full,exact,1.4410742540239534,98.30703741900001,1
MathExtras.RS62.theta314_log_683._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_683,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",977,120126,287,"125-term series, ~953 halving steps, argument ~287 decimal digits",log_enclose_full,exact,1.4606634439523123,98.82872253320124,1
MathExtras.RS62.theta314_log_691._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_691,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",987,24083,290,"24-term series, ~963 halving steps, argument ~290 decimal digits",log_enclose_full,exact,1.4803264699113092,99.34770808638189,1
MathExtras.RS62.theta314_log_701._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_701,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",997,24332,293,"24-term series, ~973 halving steps, argument ~293 decimal digits",log_enclose_full,exact,1.5000628420546511,99.8640357599054,1
MathExtras.RS62.theta314_log_709._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_709,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1007,24582,296,"24-term series, ~983 halving steps, argument ~296 decimal digits",log_enclose_full,exact,1.5198720787775606,100.37774617242776,1
MathExtras.RS62.theta314_log_719._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_719,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1013,25738,298,"25-term series, ~989 halving steps, argument ~298 decimal digits",log_enclose_full,exact,1.5331184827224842,100.71878534033229,1
MathExtras.RS62.theta314_log_727._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_727,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1023,24997,301,"24-term series, ~999 halving steps, argument ~301 decimal digits",log_enclose_full,exact,1.5530481118661814,101.2282211468177,1
MathExtras.RS62.theta314_log_733._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_733,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1033,25246,304,"24-term series, ~1009 halving steps, argument ~304 decimal digits",log_enclose_full,exact,1.5730493599470958,101.73514309362352,1
MathExtras.RS62.theta314_log_739._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_739,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1043,128497,307,"125-term series, ~1019 halving steps, argument ~307 decimal digits",log_enclose_full,exact,1.5931217737493581,102.23958821163697,1
MathExtras.RS62.theta314_log_743._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_743,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1053,25744,310,"24-term series, ~1029 halving steps, argument ~310 decimal digits",log_enclose_full,exact,1.6132649073339407,102.74159263056103,1
MathExtras.RS62.theta314_log_751._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_751,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1063,131009,313,"125-term series, ~1039 halving steps, argument ~313 decimal digits",log_enclose_full,exact,1.6334783218524043,103.24119160933475,1
MathExtras.RS62.theta314_log_757._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_757,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1073,26243,316,"24-term series, ~1049 halving steps, argument ~316 decimal digits",log_enclose_full,exact,1.6537615853671492,103.73841956524588,1
MathExtras.RS62.theta314_log_761._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_761,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1083,133520,319,"125-term series, ~1059 halving steps, argument ~319 decimal digits",log_enclose_full,exact,1.6741142726778964,104.23331010180341,1
MathExtras.RS62.theta314_log_769._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_769,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1090,26658,321,"24-term series, ~1066 halving steps, argument ~321 decimal digits",log_enclose_full,exact,1.6877210926640536,104.5619547971215,1
MathExtras.RS62.theta314_log_773._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_773,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1100,26907,324,"24-term series, ~1076 halving steps, argument ~324 decimal digits",log_enclose_full,exact,1.7081885591822756,105.05302218307932,1
MathExtras.RS62.theta314_log_787._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_787,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1110,27156,327,"24-term series, ~1086 halving steps, argument ~327 decimal digits",log_enclose_full,exact,1.7287243473106564,105.541837980082,1
MathExtras.RS62.theta314_log_797._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_797,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1120,27405,330,"24-term series, ~1096 halving steps, argument ~330 decimal digits",log_enclose_full,exact,1.749328055161278,106.02843302787993,1
MathExtras.RS62.theta314_log_809._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_809,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1130,27654,333,"24-term series, ~1106 halving steps, argument ~333 decimal digits",log_enclose_full,exact,1.7699992868484284,106.51283746790183,1
MathExtras.RS62.theta314_log_811._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_811,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1140,27903,336,"24-term series, ~1116 halving steps, argument ~336 decimal digits",log_enclose_full,exact,1.7907376523456024,106.99508076520256,1
MathExtras.RS62.theta314_log_821._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_821,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1150,28153,339,"24-term series, ~1126 halving steps, argument ~339 decimal digits",log_enclose_full,exact,1.811542767347157,107.475191729532,1
MathExtras.RS62.theta314_log_823._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_823,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1160,114745,342,"100-term series, ~1136 halving steps, argument ~342 decimal digits",log_enclose_full,exact,1.8324142531344274,107.95319853556713,1
MathExtras.RS62.theta314_log_827._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_827,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1170,28651,345,"24-term series, ~1146 halving steps, argument ~345 decimal digits",log_enclose_full,exact,1.8533517364461318,108.42912874234797,1
MathExtras.RS62.theta314_log_829._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_829,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1180,28900,348,"24-term series, ~1156 halving steps, argument ~348 decimal digits",log_enclose_full,exact,1.8743548493528774,108.90300931195516,1
MathExtras.RS62.theta314_log_839._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_839,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1189,30315,351,"25-term series, ~1165 halving steps, argument ~351 decimal digits",log_enclose_full,exact,1.895423229135618,109.37486662746511,1
MathExtras.RS62.theta314_log_853._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_853,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1199,29398,354,"24-term series, ~1175 halving steps, argument ~354 decimal digits",log_enclose_full,exact,1.9165565181678927,109.84472651021642,1
MathExtras.RS62.theta314_log_857._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_857,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1206,29564,356,"24-term series, ~1182 halving steps, argument ~356 decimal digits",log_enclose_full,exact,1.9306812638682573,110.15686925121095,1
MathExtras.RS62.theta314_log_859._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_859,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1216,29814,359,"24-term series, ~1192 halving steps, argument ~359 decimal digits",log_enclose_full,exact,1.9519219537292043,110.62345598677662,1
MathExtras.RS62.theta314_log_863._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_863,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1226,30063,362,"24-term series, ~1202 halving steps, argument ~362 decimal digits",log_enclose_full,exact,1.9732266232093618,111.08811152455831,1
MathExtras.RS62.theta314_log_877._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_877,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1236,10912,365,"8-term series, ~1212 halving steps, argument ~365 decimal digits",log_enclose_full,exact,1.994594932404891,111.55085976362388,1
MathExtras.RS62.theta314_log_881._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_881,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1246,154029,368,"125-term series, ~1222 halving steps, argument ~368 decimal digits",log_enclose_full,exact,2.016026546000883,112.01172411367081,1
MathExtras.RS62.theta314_log_883._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_883,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1256,30810,371,"24-term series, ~1232 halving steps, argument ~371 decimal digits",log_enclose_full,exact,2.0375211331724445,112.47072750894708,1
MathExtras.RS62.theta314_log_887._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_887,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1266,31059,374,"24-term series, ~1242 halving steps, argument ~374 decimal digits",log_enclose_full,exact,2.059078367488698,112.92789242166657,1
MathExtras.RS62.theta314_log_907._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_907,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1276,31308,377,"24-term series, ~1252 halving steps, argument ~377 decimal digits",log_enclose_full,exact,2.080697926819591,113.38324087494183,1
MathExtras.RS62.theta314_log_911._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_911,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1286,31558,380,"24-term series, ~1262 halving steps, argument ~380 decimal digits",log_enclose_full,exact,2.1023794932454054,113.83679445525476,1
MathExtras.RS62.theta314_log_919._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_919,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1296,52163,383,"40-term series, ~1272 halving steps, argument ~383 decimal digits",log_enclose_full,exact,2.1241227529688747,114.2885743244857,1
MathExtras.RS62.theta314_log_929._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_929,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1306,32056,386,"24-term series, ~1282 halving steps, argument ~386 decimal digits",log_enclose_full,exact,2.1459273962298084,114.73860123151937,1
MathExtras.RS62.theta314_log_937._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_937,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1316,162819,389,"125-term series, ~1292 halving steps, argument ~389 decimal digits",log_enclose_full,exact,2.1677931172221387,115.1868955234464,1
MathExtras.RS62.theta314_log_941._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_941,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1326,32554,392,"24-term series, ~1302 halving steps, argument ~392 decimal digits",log_enclose_full,exact,2.1897196140132924,115.63347715637678,1
MathExtras.RS62.theta314_log_947._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_947,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1336,32803,395,"24-term series, ~1312 halving steps, argument ~395 decimal digits",log_enclose_full,exact,2.211706588465821,116.07836570588208,1
MathExtras.RS62.theta314_log_953._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_953,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1346,166586,398,"125-term series, ~1322 halving steps, argument ~398 decimal digits",log_enclose_full,exact,2.2337537461611916,116.5215803770818,1
MathExtras.RS62.theta314_log_967._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_967,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1356,33302,401,"24-term series, ~1332 halving steps, argument ~401 decimal digits",log_enclose_full,exact,2.2558607963256803,116.9631400143883,1
MathExtras.RS62.theta314_log_971._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_971,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1366,169097,404,"125-term series, ~1342 halving steps, argument ~404 decimal digits",log_enclose_full,exact,2.278027451758279,117.40306311092472,1
MathExtras.RS62.theta314_log_977._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_977,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1376,33800,407,"24-term series, ~1352 halving steps, argument ~407 decimal digits",log_enclose_full,exact,2.3002534287605596,117.84136781762888,1
MathExtras.RS62.theta314_log_983._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_983,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1385,34049,410,"24-term series, ~1361 halving steps, argument ~410 decimal digits",log_enclose_full,exact,2.322538447068418,118.27807195205607,1
MathExtras.RS62.theta314_log_991._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_991,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1395,34298,413,"24-term series, ~1371 halving steps, argument ~413 decimal digits",log_enclose_full,exact,2.344882229785642,118.71319300689272,1
MathExtras.RS62.theta314_log_997._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Eq314Leaves,MathExtras.RS62.theta314_log_997,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1405,34547,416,"24-term series, ~1381 halving steps, argument ~416 decimal digits",log_enclose_full,exact,2.3672845033192362,119.14674815819247,1
MathExtras.RS62.theta_log_1009._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1009,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1415,34796,419,"24-term series, ~1391 halving steps, argument ~419 decimal digits",log_enclose_full,exact,2.3897449973164466,119.57875427334571,1
MathExtras.RS62.theta_log_1013._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1013,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1425,35046,422,"24-term series, ~1401 halving steps, argument ~422 decimal digits",log_enclose_full,exact,2.412263444603432,120.00922791879292,1
MathExtras.RS62.theta_log_1019._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1019,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1435,35295,425,"24-term series, ~1411 halving steps, argument ~425 decimal digits",log_enclose_full,exact,2.43483958112552,120.438185367492,1
MathExtras.RS62.theta_log_1021._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1021,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1445,35544,428,"24-term series, ~1421 halving steps, argument ~428 decimal digits",log_enclose_full,exact,2.4574731458890016,120.8656426061488,1
MathExtras.RS62.theta_log_1031._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1031,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1455,37225,431,"25-term series, ~1431 halving steps, argument ~431 decimal digits",log_enclose_full,exact,2.480163880904417,121.29161534222045,1
MathExtras.RS62.theta_log_1033._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1033,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1465,36042,434,"24-term series, ~1441 halving steps, argument ~434 decimal digits",log_enclose_full,exact,2.502911531131274,121.71611901069966,1
MathExtras.RS62.theta_log_1039._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1039,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1475,182910,437,"125-term series, ~1451 halving steps, argument ~437 decimal digits",log_enclose_full,exact,2.5257158444241616,122.13916878068842,1
MathExtras.RS62.theta_log_1049._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1049,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1485,36540,440,"24-term series, ~1461 halving steps, argument ~440 decimal digits",log_enclose_full,exact,2.5485765714802135,122.56077956176954,1
MathExtras.RS62.theta_log_1051._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1051,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1495,185421,443,"125-term series, ~1471 halving steps, argument ~443 decimal digits",log_enclose_full,exact,2.571493465787876,122.98096601018275,1
MathExtras.RS62.theta_log_1061._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1061,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1505,37039,446,"24-term series, ~1481 halving steps, argument ~446 decimal digits",log_enclose_full,exact,2.594466283576939,123.39974253481327,1
MathExtras.RS62.theta_log_1063._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1063,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1515,150644,449,"100-term series, ~1491 halving steps, argument ~449 decimal digits",log_enclose_full,exact,2.617494783769795,123.8171233029995,1
MathExtras.RS62.theta_log_1069._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1069,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1525,37537,452,"24-term series, ~1501 halving steps, argument ~452 decimal digits",log_enclose_full,exact,2.6405787279338817,124.23312224616653,1
MathExtras.RS62.theta_log_1087._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1087,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1535,77084,455,"50-term series, ~1511 halving steps, argument ~455 decimal digits",log_enclose_full,exact,2.663717880235278,124.64775306529181,1
MathExtras.RS62.theta_log_1091._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1091,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1545,39557,458,"25-term series, ~1521 halving steps, argument ~458 decimal digits",log_enclose_full,exact,2.6869120073934125,125.06102923620904,1
MathExtras.RS62.theta_log_1093._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1093,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1555,39816,461,"25-term series, ~1531 halving steps, argument ~461 decimal digits",log_enclose_full,exact,2.7101608786368563,125.47296401475607,1
MathExtras.RS62.theta_log_1097._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1097,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1565,38534,464,"24-term series, ~1541 halving steps, argument ~464 decimal digits",log_enclose_full,exact,2.733464265660159,125.88357044177242,1
MathExtras.RS62.theta_log_1103._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1103,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1575,38783,467,"24-term series, ~1551 halving steps, argument ~467 decimal digits",log_enclose_full,exact,2.756821942581709,126.29286134795186,1
MathExtras.RS62.theta_log_1109._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1109,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1585,39032,470,"24-term series, ~1561 halving steps, argument ~470 decimal digits",log_enclose_full,exact,2.780233685902575,126.70084935855475,1
MathExtras.RS62.theta_log_1117._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1117,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1595,39281,473,"24-term series, ~1571 halving steps, argument ~473 decimal digits",log_enclose_full,exact,2.803699274466306,127.10754689798576,1
MathExtras.RS62.theta_log_1123._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1123,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1605,39530,476,"24-term series, ~1581 halving steps, argument ~476 decimal digits",log_enclose_full,exact,2.8272184894196615,127.51296619424085,1
MathExtras.RS62.theta_log_1129._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1129,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1615,39779,479,"24-term series, ~1591 halving steps, argument ~479 decimal digits",log_enclose_full,exact,2.8507911141742426,127.91711928322869,1
MathExtras.RS62.theta_log_1151._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1151,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1625,161716,482,"100-term series, ~1601 halving steps, argument ~482 decimal digits",log_enclose_full,exact,2.874416934369002,128.32001801297048,1
MathExtras.RS62.theta_log_1153._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1153,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1638,40361,486,"24-term series, ~1614 halving steps, argument ~486 decimal digits",log_enclose_full,exact,2.9060004100213934,128.85528522819558,1
MathExtras.RS62.theta_log_1163._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1163,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1648,40610,489,"24-term series, ~1624 halving steps, argument ~489 decimal digits",log_enclose_full,exact,2.9297495315224618,129.2553021702676,1
MathExtras.RS62.theta_log_1171._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1171,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1658,165071,492,"100-term series, ~1634 halving steps, argument ~492 decimal digits",log_enclose_full,exact,2.9535511495489652,129.6541029411076,1
MathExtras.RS62.theta_log_1181._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1181,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1668,207186,495,"125-term series, ~1644 halving steps, argument ~495 decimal digits",log_enclose_full,exact,2.9774050589787127,130.05169862030556,1
